Player,birthDate,Age
Daniel Vazquez,2003-12-15,21.35
Alfred Vega,2001-01-19,24.25
Ralphy Velazquez,2005-05-28,19.9
Ricardo Velez,1998-08-21,26.66
Mauricio Veliz,2002-07-17,22.76
Daniel Vellojin,2000-03-15,25.1
Arol Vera,2002-09-12,22.6
Rosman Verdugo,2005-02-02,20.21
Will Verdung,2003-06-08,21.87
Joe Vetrano,2002-05-10,22.95
Jordan Viars,2003-07-18,21.76
Chris Villaman,2001-03-16,24.1
Miguel Villarroel,2001-12-23,23.32
Adonis Villavicencio,2000-12-22,24.33
Kevin Villavicencio,2003-11-24,21.4
Ian Villers,2000-09-01,24.63
Esmerlin Vinicio,2003-01-31,22.22
Drew Vogel,2002-05-28,22.9
Tyler Vogel,2000-11-16,24.42
Brock Vradenburg,2002-03-20,23.09
Logan Wagner,2004-03-09,21.11
Jesse Wainscott,2000-06-15,24.85
Ryan Waldschmidt,2002-10-07,22.54
Cory Wall,2000-03-14,25.1
Michael Walsh,2001-01-17,24.25
Je'Von Ward,1999-10-25,25.49
Bryson Ware,2000-12-28,24.31
Bryce Warrecker,2001-09-13,23.6
Chase Watkins,1999-10-04,25.54
Michael Watson,2002-06-18,22.84
Juaron Watts-Brown,2002-02-23,23.15
Ty Weatherly,2000-09-19,24.58
Robert Wegielnik,2001-09-06,23.62
CJ Weins,2000-08-15,24.68
Chandler Welch,2003-03-05,22.13
Jackson Wentworth,2002-08-08,22.7
Trevor Werner,2000-09-03,24.63
John West,2001-10-05,23.54
Jacob Wetzel,2000-03-26,25.07
Logan Whitaker,2000-05-25,24.9
Tyler Whitaker,2002-08-02,22.72
Brandon White,1999-11-26,25.4
Hudson White,2002-08-09,22.7
Lonnie White Jr.,2002-12-31,22.3
Tommy White,2003-03-02,22.14
Thomas White,2004-09-29,20.56
T.J. White,2003-07-23,21.74
C.J. Widger,1999-05-25,25.91
Connor Wietgrefe,2002-06-06,22.87
Jaxon Wiggins,2001-10-03,23.55
Matt Wilkinson,2002-12-10,22.36
Junior William,2000-03-06,25.12
Alex Williams,1999-10-22,25.49
Guillermo Williamson,2004-03-16,21.1
Braylen Wimmer,2000-12-27,24.31
Brandon Winokur,2004-12-16,20.34
Cade Winquest,2000-04-30,24.97
Nick Wissman,2000-09-18,24.59
Josh Wolf,2000-09-01,24.63
Matthew Wood,2001-03-02,24.13
Brandon Woodruff,1993-02-10,32.19
Jacob Wosinski,1999-03-09,26.12
Jeremy Wu-Yelland,1999-06-24,25.82
Joseph Yabbour,2003-07-09,21.78
Casey Yamauchi,2000-08-08,24.7
Ricardo Yan,2002-11-14,22.43
Gabriel Yanez,1999-07-22,25.75
Chay Yeager,2002-09-11,22.61
Reynaldo Yean,2004-01-04,21.29
Eric Yost,2002-10-15,22.51
Luke Young,2001-10-31,23.47
Tyrone Yulie,2001-08-04,23.71
Nazzan Zanetello,2005-05-25,19.9
Samuel Zavala,2004-07-15,20.76
Jose Zerpa,2004-10-19,20.5
Zane Zielinski,2001-07-28,23.73
Cohen Achen,2001-07-31,23.72
Angel Acosta,2003-03-02,22.14
Josh Adamczewski,2005-05-10,19.95
Matt Ager,2003-05-21,21.92
Ismael Agreda,2003-10-08,21.53
Starlin Aguilar,2004-01-26,21.23
Blake Aita,2003-06-11,21.86
Luiyin Alastre,2005-09-27,19.56
Alexander Alberto,2001-11-02,23.46
Dash Albus,2002-07-24,22.74
Eudry Alcantara,2004-12-27,20.31
Austin Aldeano,2004-06-06,20.87
Jervis Alfaro,2003-10-24,21.49
Matt Allan,2001-04-17,24.01
Giullianno Allende,2003-09-04,21.63
Chase Allsup,2003-04-21,22.0
Dawil Almonte,2001-10-19,23.5
Jose Alpuria,2005-02-12,20.18
Wilfred Alvarado,2005-11-20,19.41
Erick Alvarez,2005-02-01,20.21
Francisco Alvarez,2001-11-19,23.42
Austin Amaral,2001-12-04,23.38
Edwin Amparo,2004-10-14,20.51
Angel Anazco,2001-11-17,23.42
Antonio Anderson,2005-06-28,19.81
Casey Anderson,2000-08-31,24.64
Luke Anderson,1998-08-05,26.71
Ryan Andrade,2003-03-17,22.09
Eli Ankeney,2001-01-10,24.27
Rayven Antonio,2006-03-02,19.13
Garrett Apker,1999-09-18,25.59
Yhoangel Aponte,2004-02-12,21.19
Wellington Aracena,2004-12-27,20.31
Nathan Archer,2003-03-14,22.1
Luis Arestigueta,2005-10-14,19.52
Franklin Arias,2005-11-19,19.42
Roderick Arias,2004-09-09,20.61
Juan Arnaud,2003-06-22,21.83
Bryce Arnold,2001-07-24,23.74
Evan Aschenbeck,2001-06-26,23.82
Yosander Asencio,2004-11-14,20.43
Cade Austin,2001-09-28,23.56
Channing Austin,2001-12-21,23.33
Morris Austin,2000-03-27,25.07
Nicandro Aybar,2004-09-08,20.61
Owen Ayers,2001-06-07,23.87
Karim Ayubi,2003-12-08,21.37
Akil Baddoo,1998-08-16,26.68
Jesus Baez,2005-02-26,20.15
Ethan Bagwell,2006-02-24,19.15
Merrick Baldo,2000-07-17,24.76
Bryan Balzer,2004-10-27,20.48
Yanki Jean-Baptiste,2004-11-18,20.42
Gabriel Barbosa,2002-01-22,23.24
Sean Barnett,2003-06-22,21.83
Sadiel Baro,2004-11-10,20.44
Alberto Barriga,2004-11-15,20.43
Beycker Barroso,2003-01-24,22.24
Braden Barry,2002-02-06,23.2
Caleb Bartolero,1999-11-04,25.46
Boston Bateman,2005-09-20,19.58
Adam Bates,2005-08-08,19.7
Edinson Batista,2002-05-19,22.92
Gilberto Batista,2005-01-08,20.28
Tanner Bauman,2002-05-07,22.95
Bryan Bautista,2004-02-08,21.2
Kevin Bazzell,2003-03-29,22.06
Noah Beal,2001-11-30,23.39
Austin Becker,1999-09-02,25.63
Colton Becker,2001-04-26,23.98
Merritt Beeker,2001-11-12,23.44
Clayton Beeter,1998-10-09,26.53
Yensy Bello,2002-12-02,22.38
Nolan Beltran,2005-01-24,20.24
Manuel Beltre,2004-06-09,20.86
Keyner Benitez,2006-05-23,18.91
Alexander Benua,2003-10-19,21.5
Derek Berg,2001-09-21,23.58
Braylon Bishop,2003-04-23,21.99
Eric Bitonti,2005-11-17,19.42
Nathan Blasick,2001-06-26,23.82
Adam Bloebaum,2001-05-03,23.96
Josh Blum,2003-05-01,21.97
Gage Boehm,2001-11-21,23.41
Matthew Bollenbacher,1999-11-09,25.45
Caleb Bonemer,2005-10-05,19.54
Kade Bragg,2001-07-02,23.8
Brody Brecht,2002-09-27,22.56
Jacob Bresnahan,2005-06-27,19.81
Hoss Brewer,2001-02-20,24.16
Ignacio Briceno,2001-06-04,23.88
Miguel Briceno,2003-07-06,21.79
Nick Brink,2001-09-27,23.56
Ricardo Brizuela,2003-06-30,21.81
Jesus Broca,2003-10-16,21.51
Sam Brodersen,2002-05-17,22.93
Steven Brooks,2002-09-20,22.58
Cam Brown,1998-05-12,26.94
Cam Brown,2001-10-15,23.51
Dawson Brown,2001-06-28,23.81
Ryan Brown,2002-10-09,22.53
Kevin Bruggeman,2001-07-25,23.74
Gavin Bruni,2002-10-12,22.52
Thomas Bruss,1999-05-18,25.92
Drew Brutcher,2002-02-12,23.18
Zach Brzykcy,1999-07-12,25.77
Yasmil Bucce,2004-08-13,20.68
Trent Buchanan,2001-09-24,23.57
Grant Burleson,2002-09-12,22.6
Mason Burns,2002-04-04,23.04
Ryan Burrowes,2004-08-17,20.67
Alex Bustamante,2000-06-22,24.83
Starlyn Caba,2005-12-06,19.37
Myles Caba,2001-08-21,23.66
Diosfran Cabeza,2003-05-13,21.94
Victor Cabreja,2002-01-10,23.27
Felix Cabrera,2002-04-08,23.03
Roni Cabrera,2005-07-31,19.72
Yeremy Cabrera,2005-07-02,19.8
Jose Caguana,2002-04-05,23.04
Robert Calaz,2005-11-22,19.41
Michael Caldon,2002-10-14,22.52
Slade Caldwell,2006-06-18,18.84
Blair Calvo,1996-02-27,29.14
Ali Camarillo,2003-05-15,21.93
Jesus Camejo,2001-02-20,24.16
Edrei Campos,2005-05-08,19.95
Elio Campos,2004-01-02,21.3
Will Cannon,2003-07-08,21.79
Brooks Caple,2002-08-23,22.66
Heriberto Caraballo,2005-02-18,20.17
Owen Carey,2006-07-22,18.75
Michael Carico,2002-09-04,22.63
Carlos Caro,2004-11-04,20.46
Michael Carpenter,2004-07-28,20.73
Peyton Carr,2002-03-26,23.07
Oliver Carrillo,2002-01-19,23.25
Yeiber Cartaya,2003-01-20,22.25
Greysen Carter,2002-12-15,22.35
Carlos Castillo,2006-02-04,19.21
Juan Castillo,2003-01-16,22.26
Kevyn Castillo,2005-06-12,19.85
Walin Castillo,2005-01-02,20.3
Austin Cates,2003-05-20,21.92
Everett Catlett,2002-07-17,22.76
Carlos Cauro,2005-06-14,19.85
Cade Cavalli,1998-08-14,26.68
Drew Cavanaugh,2002-01-27,23.23
Felnin Celesten,2005-09-15,19.59
Chase Centala,2002-03-18,23.09
Angel Cepeda,2005-10-29,19.47
Ryan Cesarini,2002-12-16,22.34
Yoeilin Cespedes,2005-09-08,19.61
Ronny Chalas,2002-08-19,22.67
Kendry Chirinos,2004-10-06,20.54
Nixon Chirinos,2005-10-25,19.49
Won-Bin Cho,2003-08-20,21.67
B.Y. Choi,2002-04-30,22.97
Byron Chourio,2005-05-20,19.92
Jakob Christian,2002-09-17,22.59
Nathan Church,2000-07-12,24.77
Cade Citelli,2001-08-10,23.69
Chris Clark,2001-08-14,23.68
Jonathan Clark,2000-06-03,24.88
Brandon Clarke,2003-04-10,22.03
Randel Clemente,2001-11-17,23.42
Nolan Clifford,2002-02-04,23.21
Jesus Clode,2001-08-28,23.64
Spence Coffman,2004-01-07,21.28
Luis Cohen,2003-05-26,21.9
Javen Coleman,2001-12-03,23.38
Harold Coll,2001-07-31,23.72
Dennis Colleran,2003-08-20,21.67
Adam Conrad,2003-04-08,22.03
Nick Conte,2002-04-25,22.99
Everett Cooper III,2003-07-31,21.72
Kaleb Corbett,2001-12-06,23.37
Marco Corcho,2005-05-02,19.97
Jose Cordoba,2003-01-03,22.29
Juan Corniel,2002-10-02,22.55
Jorge Corona,2000-09-12,24.6
Reibyn Corona,2001-11-13,23.43
Eccel Correa,2003-02-01,22.21
Yanzel Correa,2004-12-17,20.34
Irving Cota,2004-02-14,21.18
Matt Coutney,1999-07-08,25.79
Ricardo Cova,2004-05-24,20.91
Jackson Cox,2003-09-25,21.57
Robert Cranz,2003-05-28,21.9
Jacob Cravey,2001-09-28,23.56
Anthony Cruz,2002-08-19,22.67
Nathanael Cruz,2003-02-04,22.21
Angel Cuenca,2001-07-10,23.78
Gio Cueto,2003-07-24,21.74
Mitchell Daly,2001-05-16,23.93
Jackson Dannelley,2001-08-23,23.66
Ramsey David,2001-02-08,24.19
Braden Davis,2003-04-09,22.03
Brady Day,2002-03-06,23.12
Ernie Day,2001-10-24,23.49
Brandon Decker,2002-07-10,22.78
Ryan Degges,2002-09-09,22.61
Jose De Jesus,2005-01-08,20.28
Abdias De La Cruz,2004-11-03,20.46
Jose De La Cruz,2002-01-03,23.29
Juan De La Cruz,2005-03-04,20.13
Nicolas De La Cruz,2005-11-18,19.42
Rolando De La Cruz,2001-01-30,24.22
Franck De La Rosa,2000-06-09,24.86
Adrian De Leon,2004-02-09,21.19
Adrian Delgado,2005-05-12,19.94
Enderson Delgado,2004-09-21,20.58
Yordany De Los Santos,2005-02-17,20.17
Angel Del Rosario,2003-01-11,22.27
Nathan Dettmer,2002-04-26,22.98
Blayberg Diaz,2003-01-31,22.22
Davis Diaz,2003-03-02,22.14
Gleiner Diaz,2003-09-20,21.58
Kelvin Diaz,2003-03-17,22.09
Kelvin Diaz,2002-10-03,22.55
Lisbel Diaz,2005-07-19,19.75
Randal Diaz,2003-05-20,21.92
Victor Diaz,2002-12-02,22.38
Jose Dicochea,2001-03-21,24.08
Marco Dinges,2003-09-05,21.62
Eliazar Dishmey,2004-10-25,20.48
Filippo Di Turi,2005-11-09,19.44
Nate Dohm,2003-01-09,22.28
Jason Doktorczyk,2003-04-03,22.05
Vicarte Domingo,2002-11-18,22.42
Robert Dominguez,2001-11-30,23.39
Carter Dorighi,2003-06-11,21.86
Braylon Doughty,2005-12-07,19.37
Cade Doughty,2001-03-26,24.07
Kevin Dowdell,1999-12-03,25.38
Joel Dragoo,2003-01-08,22.28
Isaiah Drake,2005-07-15,19.76
Ryan Dromboski,2003-06-01,21.89
Hunter Dryden,2002-06-10,22.86
Victor Duarte,2001-02-23,24.15
Alfredo Duno,2006-01-07,19.28
Edward Duran,2004-05-29,20.89
Reese Dutton,2001-05-15,23.93
Connor Dykstra,2001-03-16,24.1
J'Briell Easley,2001-10-12,23.52
Jake Eddington,2001-04-26,23.98
Austin Ehrlicher,2003-06-02,21.88
Frank Elissalt,2002-03-25,23.07
Lucas Elissalt,2004-07-20,20.75
Jaron Elkins,2004-11-04,20.46
Matthew Ellis,2000-08-01,24.72
Anyelo Encarnacion,2004-01-02,21.3
Freili Encarnacion,2005-01-26,20.23
Lorenzo Encarnacion,2001-11-09,23.44
Nixon Encarnacion,2004-12-30,20.3
Aroon Escobar,2005-01-01,20.3
Jose Escobar,2004-09-13,20.6
Jack Eshleman,2003-10-13,21.52
Alan Espinal,2002-01-16,23.26
Edwardo Espinal,2005-11-19,19.42
Christopher Espinola,2003-09-19,21.59
Iverson Espinoza,2003-01-06,22.29
Leonel Espinoza,2003-04-07,22.04
Zach Evans,2002-07-16,22.76
A.J. Ewing,2004-08-10,20.69
Samuel Fabian,2003-05-21,21.92
Jake Faherty,2003-06-11,21.86
Nomar Fana,2002-09-28,22.56
Willy Fanas,2004-01-23,21.24
Greg Farone,2002-05-03,22.97
Thomas Farr,1999-04-29,25.98
Brady Feigl,1990-12-27,34.31
Jose Fernandez,2003-10-16,21.51
Derlin Figueroa,2003-09-07,21.62
Leiker Figueroa,2005-01-12,20.27
Jack Findlay,2002-08-18,22.67
Kevin Fitzer,2001-10-16,23.51
Danny Flatt,2004-06-06,20.87
Nathan Flewelling,2006-11-11,18.44
Eminen Flores,2003-02-27,22.14
Jesus Flores,2005-03-16,20.1
Junior Flores,2002-02-13,23.18
Luis Flores,2003-10-05,21.54
Ty Floyd,2001-08-28,23.64
Bennett Flynn,2001-05-29,23.89
Aidan Foeller,2002-03-26,23.07
Connor Foley,2003-07-14,21.77
Walter Ford,2004-12-28,20.31
Brooks Fowler,2003-01-29,22.22
Welbyn Francisca,2006-05-17,18.93
Carlos Franco,2003-02-17,22.17
Cesar Franco,2002-04-06,23.04
Hayden Frank,2002-12-16,22.34
J.R. Freethy,2002-12-23,22.32
Riley Frey,2002-04-19,23.0
Francisco Frias,2004-10-15,20.51
Jacob Friend,2003-02-21,22.16
Will Frisch,2000-07-14,24.77
Jackson Fristoe,2001-03-06,24.12
Hunter Furtado,2002-02-18,23.17
Devin Futrell,2002-09-20,22.58
Luke Gabrysh,2003-04-16,22.01
Garrett Gainey,2000-06-22,24.83
Marty Gair,2003-07-17,21.76
Moises Gallardo,2003-04-23,21.99
Jose Garces,2004-06-09,20.86
Anthony Garcia,2002-03-28,23.06
Davian Garcia,2003-10-10,21.53
Engert Garcia,2000-04-30,24.97
Francisco Garcia,2002-11-10,22.44
Jogly Garcia,2003-09-08,21.62
Sam Garcia,2002-05-22,22.91
Victor Garcia,2004-03-28,21.06
Travis Garnett,2003-01-19,22.25
Drake George,2001-09-30,23.55
Pierce George,2003-06-10,21.86
Jose Geraldo,1999-12-03,25.38
Domingo Geronimo,2004-10-07,20.53
Igor Gil,2001-03-23,24.08
John Gil,2006-05-14,18.93
Samuel Gil,2004-11-01,20.47
Drew Gilbert,2000-09-27,24.56
Tanner Gillis,2000-08-10,24.69
Joe Glassey,2001-07-17,23.76
Douglas Glod,2005-01-20,20.25
Cristofer Gomez,2003-05-13,21.94
Jacob Gomez,2001-10-27,23.48
Raimon Gomez,2001-09-06,23.62
Sebastian Gongora,2001-09-01,23.63
Asbel Gonzalez,2006-01-02,19.3
Diego Gonzalez,2003-06-07,21.87
Fernando Gonzalez,2001-12-02,23.38
J.D. Gonzalez,2005-10-03,19.55
Joangel Gonzalez,2004-07-01,20.8
Josue Gonzalez,2003-10-30,21.47
Rafael Gonzalez,2004-07-18,20.76
Ricardo Gonzalez,2004-07-06,20.79
Yoendris Gonzalez,2002-11-27,22.4
Christian Gordon,2001-01-22,24.24
Gunner Gouldsmith,2001-09-12,23.6
Carter Graham,2001-09-17,23.59
Dilan Granadillo,2001-05-18,23.92
Clayton Gray,2001-10-14,23.52
Evan Gray,2001-04-10,24.03
Austin Green,2002-05-20,22.92
Konnor Griffin,2006-04-24,18.99
Luis Guanipa,2005-12-15,19.35
Sean Guenther,1995-12-29,29.31
Daniel Guerra,2004-03-13,21.1
Mason Guerra,2002-08-28,22.64
Brailer Guerrero,2006-06-25,18.82
Eduardo Guerrero,2005-05-09,19.95
Kevin Guerrero,2004-04-17,21.01
Pablo Guerrero,2006-07-31,18.72
Mac Guscette,2002-02-14,23.18
Carlos Gutierrez,2004-06-18,20.84
Carlos Gutierrez,2004-08-22,20.66
Daiverson Gutierrez,2005-09-11,19.61
Luis Gutierrez,2003-07-31,21.72
Owen Hackman,2001-11-02,23.46
Woody Hadeen,2002-07-16,22.76
Elijah Hainline,2002-12-20,22.33
Matt Halbach,2003-01-17,22.26
Jakob Hall,2002-08-14,22.68
Owen Hall,2005-11-14,19.43
Blake Hammond,2003-07-13,21.77
Tyler Hampu,2002-07-14,22.77
Josh Hansell,2002-02-07,23.2
Parks Harber,2001-09-25,23.57
Calvin Harris,2001-11-15,23.43
Trevor Harrison,2005-08-08,19.7
Ben Hartl,2003-01-07,22.28
Eric Hartman,2006-06-16,18.84
Tommy Hawke,2002-07-07,22.79
Titan Hayes,2001-11-12,23.44
Dillon Head,2004-10-11,20.52
Duque Hebbert,2001-10-29,23.47
Kyle Henley,2004-12-15,20.34
Julio Henriquez,2004-11-04,20.46
Yonatan Henriquez,2004-10-12,20.52
Sean Heppner,2002-09-14,22.6
Christian Herberholz,2000-10-05,24.54
Jholbran Herder,2004-11-02,20.46
Sean Hermann,2003-06-13,21.85
Alberto Hernandez,2004-02-04,21.21
Alexis Hernandez,2002-10-05,22.54
Cesar Hernandez,2003-04-22,22.0
Jesus Hernandez,2004-02-20,21.16
Jorge Hernandez,2005-12-20,19.33
Leandro Hernandez,2002-01-27,23.23
Maikol Hernandez,2003-10-04,21.54
Melkis Hernandez,2005-01-18,20.25
Melvin Hernandez,2006-07-03,18.8
Ronny Hernandez,2004-11-09,20.44
Roynier Hernandez,2004-12-06,20.37
Sammy Hernandez,2004-06-01,20.88
Nicolas Herold,1998-10-05,26.54
Adrian Herrera,2004-08-10,20.69
Yordy Herrera,2004-12-02,20.38
Griffin Herring,2003-05-07,21.95
Cole Hertzler,2003-06-21,21.83
Kehden Hettiger,2004-05-25,20.9
Stone Hewlett,2001-10-03,23.55
Kelvin Hidalgo,2005-03-01,20.14
Sam Highfill,2000-11-30,24.39
Brady Hill,2000-11-10,24.44
Dasan Hill,2005-12-25,19.32
Cole Hillier,2000-12-07,24.37
Robert Hipwell,2003-03-06,22.12
Grayson Hitt,2001-12-11,23.36
Trent Hodgdon,2003-07-09,21.78
Garrett Hodges,2003-06-26,21.82
Hunter Hodges,2002-10-03,22.55
Colby Holcombe,2002-12-12,22.35
Aaron Holiday,2000-05-28,24.9
Kaden Hollow,2001-03-17,24.09
Luke Holman,2003-01-06,22.29
Bridger Holmes,2002-08-27,22.65
John Holobetz,2002-07-31,22.72
Max Holy,2002-07-11,22.78
Travis Honeyman,2001-10-02,23.55
Hunter Hoopes,2000-03-04,25.13
Tommy Hopfe,2002-10-11,22.52
Jack Hostetler,2003-08-02,21.72
Colin Houck,2004-09-30,20.55
Maddux Houghton,1999-02-23,26.15
Garrett Howe,2002-07-12,22.77
Riley Huge,2002-05-14,22.93
Kenya Huggins,2002-12-12,22.35
Gus Hughes,2002-05-01,22.97
Connor Hujsak,2002-01-25,23.23
Charlie Hurley,2002-02-21,23.16
Ricardo Hurtado,2003-05-23,21.91
Thomas Ireland,2002-06-27,22.81
Ryan Jackson,2001-11-27,23.39
Fisher Jameson,2003-05-05,21.96
Hyun-Seok Jang,2004-03-14,21.1
Camden Janik,2002-07-16,22.76
Jefferson Jean,2005-01-29,20.22
Jake Jekielek,2002-09-04,22.63
Jacob Jenkins-Cowart,2002-12-24,22.32
Luke Jewett,2002-11-16,22.43
Carlos Jimenez,2003-02-14,22.18
Frederik Jimenez,2004-11-15,20.43
Bjorn Johnson,2005-01-11,20.27
Carter Johnson,2006-02-22,19.16
Lebarron Johnson Jr.,2002-06-19,22.84
Colby Jones,2003-09-30,21.56
Eli Jones,2003-06-17,21.84
Tanner Jones,2003-06-21,21.83
Dakota Jordan,2003-05-09,21.95
Bernard Jose,2003-03-03,22.13
Jean Joseph,2005-02-04,20.21
Jorge Juan,1999-03-06,26.12
Simon Juan,2005-07-13,19.77
Nicholas Judice,2001-04-28,23.98
Mikey Kane,2001-07-11,23.78
Janzen Keisel,2003-02-24,22.15
Seth Keller,2004-05-26,20.9
Tyler Kennedy,2002-06-07,22.87
Griffin Kilander,2003-06-30,21.81
Joseph King,2001-02-23,24.15
Lamar King Jr.,2003-12-07,21.37
Devin Kirby,1999-08-10,25.69
Brady Kirtner,2001-11-21,23.41
Jacob Kisting,2003-04-09,22.03
Jacob Kmatz,2002-09-28,22.56
Xavier Kolhosser,2003-07-02,21.8
Jacob Kroeger,2000-05-18,24.92
Josh Kross,2003-02-02,22.21
Andrew Landry,2002-02-20,23.16
Miles Langhorne,2003-04-30,21.97
Ethan Lanthier,2003-06-10,21.86
Denny Larrondo,2002-05-31,22.89
Nate LaRue,2001-07-27,23.73
Luke Lashutka,2002-05-24,22.91
Dario Laverde,2005-02-26,20.15
Aidan Layton,2002-01-31,23.22
Henson Leal,2003-09-19,21.59
Simon Leandro,2002-04-24,22.99
Cameron Leary,2001-11-13,23.43
Brooks Lee,2001-02-14,24.18
Patrick Lee,1999-10-19,25.5
Zack Lee,2000-12-05,24.37
Kenny Leiner,2001-07-07,23.79
Pedro Da Costa Lemos,2003-05-22,21.91
Luis Leones,2003-06-12,21.86
Dillon Lewis,2003-06-12,21.86
Ian Lewis,2003-02-04,22.21
Wei-En Lin,2005-11-04,19.46
Sean Linan,2004-11-07,20.45
Jonathan Linares,2005-04-02,20.05
Kellon Lindsey,2005-09-21,19.58
Jack Lines,2005-11-08,19.45
Christian Little,2003-07-05,21.79
Inmer Lobo,2004-02-12,21.19
Fulton Lockhart,2003-12-30,21.31
Nick Lockhart,2001-02-12,24.18
Justin Loer,2003-02-25,22.15
Jacob Lojewski,2001-11-16,23.43
Eric Loomis,2002-03-27,23.07
Jesus Lopez,2005-05-24,19.91
Jesus Lopez,2006-03-14,19.1
Robert Lopez,2004-01-02,21.3
Wilson Lopez,2002-07-15,22.77
Aneury Lora,2004-03-30,21.06
David Lorduy,2003-10-15,21.51
Ismael Luciano,2003-03-04,22.13
Waner Luciano,2005-01-13,20.27
Alejandro Lugo,2002-08-20,22.67
Alexey Lumpuy,2004-02-22,21.16
Irvin Machuca,2000-05-01,24.97
Antonis Macias,2005-02-01,20.21
Johan Macias,2003-01-06,22.29
Christian MacLeod,2000-04-12,25.02
Jesus Made,2007-05-08,17.95
Bryce Madron,2001-07-01,23.8
Ryan Magdic,2000-06-04,24.88
Solomon Maguire,2003-03-04,22.13
Kevin Maitan,2000-02-12,25.19
Alex Makarewich,2002-01-17,23.26
Gerelmi Maldonado,2003-12-21,21.33
Nick Maldonado,2000-06-12,24.85
Brennan Malone,2000-09-08,24.61
Alejandro Manzano,2002-02-28,23.14
Brady Marget,2002-09-15,22.6
Luis Marquez,2005-08-31,19.64
Chandler Marsh,2002-09-06,22.62
Modeifi Marte,2002-07-31,22.72
Yunior Marte,2003-09-08,21.62
Christian Martin,2003-01-16,22.26
Colby Martin,2001-04-02,24.05
Maxton Martin,2005-05-05,19.96
Walker Martin,2004-02-20,21.16
Izaak Martinez,2001-09-12,23.6
Jeter Martinez,2006-02-16,19.17
Juan Martinez,2002-12-30,22.31
Larry Martinez,2005-08-06,19.7
Liomar Martinez,2005-06-25,19.82
Xavier Martinez,2003-02-06,22.2
Yeral Martinez,2002-10-30,22.47
Yohander Martinez,2002-01-08,23.28
Luis Martinez-Gomez,2003-05-27,21.9
Angel Mateo,2005-02-13,20.18
Juan Matheus,2004-04-29,20.97
Cole Mathis,2003-07-25,21.74
Carter Mathison,2003-01-26,22.23
Sean Matson,2002-06-02,22.88
Tyler Matzek,1990-10-19,34.5
Bryce Mayer,2002-02-11,23.19
Kash Mayfield,2005-02-08,20.19
Niko Mazza,2002-02-20,23.16
Aric McAtee,2000-05-31,24.89
Alex McCoy,2002-02-10,23.19
Ryan McCrystal,2002-10-04,22.54
Charlie McDaniel,2001-07-04,23.79
Micah McDowell,2001-01-27,24.23
Cade McGee,2003-01-12,22.27
Logan McGuire,2002-09-12,22.6
Nick McLain,2002-12-16,22.34
Brennon McNair,2002-09-15,22.6
Jeff McNeil,1992-04-08,33.03
Matt McShane,2002-11-17,22.42
Bryce Meccage,2006-03-21,19.08
Alexander Meckley,2003-07-12,21.77
Aneudis Mejia,2003-12-13,21.35
Erick Mejia,1994-11-09,30.44
Esteban Mejia,2004-11-03,20.46
Jonathan Mejia,2005-04-12,20.02
Samuel Mejia,2002-06-17,22.84
Ubert Mejias,2001-03-24,24.07
Harold Melenge,2002-01-15,23.26
Bryan Mena,2004-06-14,20.85
Alberto Mendez,2004-11-29,20.39
Greiber Mendez,2004-04-03,21.05
Jesus Mendez,2004-07-30,20.72
Joel Mendez,2003-01-28,22.23
Julio Mendez,2005-01-07,20.28
Luis Mendez,2002-10-30,22.47
Miguel Mendez,2002-07-01,22.8
Wady Mendez,2004-10-14,20.51
Jeffrey Mercedes,2004-10-02,20.55
Yasser Mercedes,2004-11-16,20.42
Luis Merejo,2006-06-28,18.81
Jose Meza,2003-04-22,22.0
Ismael Michel,2002-02-14,23.18
Yaikel Mijares,2005-12-13,19.35
Karson Milbrandt,2004-04-21,21.0
Mason Miller,2002-03-30,23.06
Lyle Miller-Green,2000-09-04,24.62
Ryan Minckler,2002-10-01,22.55
Hayden Minton,2001-03-14,24.1
Maikel Miralles,2004-10-22,20.49
Javier Mogollon,2005-11-01,19.47
Mason Molina,2003-07-08,21.79
Hans Montero,2003-12-25,21.32
Daniel Montesino,2004-02-12,21.19
Carlos Monteverde,2005-12-10,19.36
Braden Montgomery,2003-04-16,22.01
Nick Montgomery,2005-11-07,19.45
Franyerber Montilla,2005-04-15,20.01
Jose Monzon,2005-11-17,19.42
Bernard Moon,2005-04-15,20.01
Mason Moore,2001-09-29,23.56
Victor Morales,2001-10-10,23.53
Johan Moreno,2003-03-26,22.07
Edgar Moreta,2003-09-05,21.62
Keeler Morfe,2006-06-09,18.86
Marcus Morgan,2002-12-27,22.31
Cody Morse,2003-04-25,21.99
Alberto Mota,2003-02-17,22.17
Jorgelys Mota,2005-06-03,19.88
Christian Mracna,2000-06-09,24.86
Zander Mueth,2005-06-22,19.83
Nazier Mule,2004-10-15,20.51
Jean Munoz,2002-09-17,22.59
Samuel Munoz,2004-09-22,20.57
Yeuni Munoz,2003-10-04,21.54
Andruw Musett,2005-11-21,19.41
Demetrio Nadal,2004-07-03,20.8
Myles Naylor,2005-04-15,20.01
Kay-Lan Nicasia,2002-04-10,23.03
Dominic Niman,2000-08-25,24.65
Yerald Nin,2005-08-18,19.67
Andres Nolaya,2005-03-27,20.07
Dante Nori,2004-10-07,20.53
Fraynel Nova,2002-05-22,22.91
Elvis Novas,2002-09-02,22.63
Josi Novas,2005-02-12,20.18
Tucker Novotny,2002-11-22,22.41
Elijah Nunez,2001-12-06,23.37
