PlayerName,birthDate,Age
Gabriel Davalillo,2007-11-06,18.41
Mason Davenport,2004-07-10,21.74
Drew Davies,2005-12-04,20.33
Alton Davis II,2003-12-18,22.3
Aidan Deakins,2004-03-06,22.08
Justin DeCriscio,2003-03-24,23.03
Kyle DeGroat,2006-01-30,20.18
Abdias De La Cruz,2004-11-03,21.42
Luis De La Cruz,2006-09-24,19.53
Luis De La Cruz,2002-08-04,23.67
Nicolas De La Cruz,2005-11-18,20.38
Jorge De Leon,2002-11-24,23.36
Adrian Delgado,2005-05-12,20.9
Raimundo De Los Santos,2005-02-27,21.1
Cody Delvecchio,2004-01-15,22.22
Nathan Dettmer,2002-04-26,23.94
Chris Devenski,1990-11-13,35.39
Camilo Diaz,2005-09-05,20.58
Gleiner Diaz,2003-09-20,22.54
Jairo Diaz,2004-07-14,21.72
Jatnk Diaz,2004-08-19,21.63
Korbyn Dickerson,2003-10-30,22.43
Luke Dickerson,2005-08-09,20.65
Jay Dill,2002-11-19,23.38
Filippo Di Turi,2005-11-09,20.4
JD Dix,2005-10-12,20.48
Ryan Dollar,2003-10-04,22.5
Diego Dominguez,2004-07-02,21.76
Brody Donay,2003-09-29,22.52
Luke Dotson,2004-06-10,21.82
Brandon Downer,2003-05-10,22.9
Dylan Driessen,2004-09-17,21.55
Athanael Duarte,2004-11-11,21.4
Victor Duarte,2001-02-23,25.11
Max Durrington,2007-02-13,19.14
Connor Dykstra,2001-03-16,25.05
Brady Ebel,2007-07-25,18.7
Bryce Eblin,2001-10-20,24.46
Kaden Echeman,2002-12-16,23.3
Noah Edders,2003-06-06,22.83
Riley Eikhoff,2001-11-16,24.38
Jaron Elkins,2004-11-04,21.42
James Ellwanger,2004-05-15,21.89
Austin Emener,2002-06-01,23.84
Handelfry Encarnacion,2007-06-08,18.83
Jesus Escobar,2006-02-28,20.1
Jose Escobar,2004-09-13,21.56
Samuel Escudero,2004-02-27,22.1
Jack Eshleman,2003-10-13,22.48
Edian Espinal,2004-09-24,21.53
Ludwing Espinoza,2005-12-10,20.32
Conor Essenburg,2006-09-18,19.55
Mason Estrada,2004-05-12,21.9
Ricardo Estrada,2002-06-25,23.78
Mauricio Estrella,2004-04-15,21.97
Donye Evans,2002-02-15,24.13
Allen Facundo,2002-09-03,23.59
Jake Faherty,2003-06-11,22.82
German Fajardo,2001-01-29,25.18
Adam Falinski,2002-08-01,23.68
Nick Falter,2003-04-28,22.94
Jaden Fauske,2006-11-21,19.37
George Feliz,2002-09-21,23.54
Mervin Fell,2003-02-22,23.12
Anderson Fermin,2006-09-02,19.59
Dauri Fernandez,2007-03-07,19.08
Ilan Fernandez,2006-10-30,19.43
Luke Fernandez,2004-03-12,22.06
Richard Fernandez,2002-09-22,23.53
Matthew Ferrara,2007-06-04,18.84
Alirio Ferrebus,2005-09-12,20.56
Jadyn Fielder,2004-08-17,21.63
Gavin Fien,2007-03-08,19.08
Leighton Finley,2004-03-11,22.07
Carson Fischer,2002-10-18,23.46
Danny Flatt,2004-06-06,21.83
Cooper Flemming,2006-08-05,19.67
Arturo Flores,2005-09-18,20.54
Miguel Flores,2004-10-15,21.47
Stiven Flores,2005-12-26,20.27
Brandon Forrester,2003-11-19,22.38
Logan Forsythe,2003-07-29,22.69
Kyle Fossum,2002-07-01,23.76
Kale Fountain,2005-08-14,20.64
Christian Foutch,2003-12-16,22.3
Hayden Frank,2002-12-16,23.3
Kaleb Freeman,2002-11-11,23.4
Madinson Frias,2005-04-01,21.01
Jacob Friend,2003-02-21,23.12
Dominic Fritton,2003-04-01,23.01
Bradley Frye,2002-07-08,23.74
Devin Futrell,2002-09-20,23.54
Will Gagnon,2004-02-03,22.17
Marty Gair,2003-07-17,22.72
Abraham Gaitan,2004-02-06,22.16
Patrick Galle,2004-04-05,22.0
Alex Galvan,2001-07-10,24.74
Gilbel Galvan,2006-09-20,19.54
Rylan Galvan,2003-06-12,22.81
Jovi Galvez,2004-07-05,21.75
Sean Gamble,2006-07-06,19.75
Raul Garayzar,2003-05-09,22.91
Joel Garcia,2004-07-03,21.75
Junior Garcia,2005-07-13,20.73
Pedro Garcia,2002-02-27,24.1
Yirer Garcia,2005-09-18,20.54
Aldo Gaxiola,2006-06-10,19.82
Manuel Genao,2005-11-11,20.4
Harry Genth,2002-09-03,23.59
Pierce George,2003-06-10,22.82
Domingo Geronimo,2004-10-07,21.49
Will Gervase,2002-05-02,23.93
Blake Gillespie,2003-10-27,22.44
Sawyer Gipson-Long,1997-12-12,28.31
Ettore Giulianelli,2003-03-30,23.02
Kenni Gomez,2005-05-14,20.89
Santiago Gomez,2004-04-05,22.0
Yendy Gomez,2003-12-19,22.29
Cesar Gonzalez,2005-01-13,21.22
Fernando Gonzalez,2001-12-02,24.34
Javier Gonzalez,2005-09-22,20.53
Jeremy Gonzalez,2005-04-01,21.01
Jack Goodman,2003-10-09,22.49
Jordan Gottesman,2002-08-29,23.6
Clayton Gray,2001-10-14,24.47
Taitn Gray,2007-08-16,18.64
Murf Gray,2003-12-30,22.26
Austin Green,2002-05-20,23.88
Griffin Green,2000-12-13,25.31
Trey Gregory-Alford,2006-05-04,19.92
Tanner Gresham,2001-09-23,24.53
Grayson Grinsell,2004-02-02,22.17
Luis Guanipa,2005-12-15,20.3
Jakob Guardado,2002-02-26,24.1
Breyson Guedez,2007-09-28,18.52
Brailer Guerrero,2006-06-25,19.78
Pablo Guerrero,2006-07-31,19.68
Jack Gurevitch,2004-03-09,22.07
Troy Guthrie,2005-11-03,20.42
Jose Gutierrez,2003-05-24,22.87
Randy Guzman,2005-04-19,20.96
Talon Haley,2006-01-22,20.2
Eric Hammond,2002-11-21,23.37
Josh Hammond,2006-09-21,19.54
Kailen Hamson,2002-04-01,24.01
Chase Harlan,2006-07-09,19.74
Landon Harmon,2006-09-09,19.57
Zach Harris,2003-10-21,22.46
Jacob Hartlaub,2002-09-04,23.58
Josiah Hartshorn,2007-02-02,19.17
Ty Harvey,2006-07-28,19.69
Trevor Haskins,2003-03-16,23.06
Cam Hassert,2002-02-03,24.17
Aidan Haugh,2003-04-28,22.94
Peyton Havard,2002-01-30,24.18
Andrew Healy,2003-07-11,22.74
Chase Heath,2003-07-14,22.73
Curtis Hebert,2003-08-22,22.62
Brayden Heidel,2002-04-04,24.0
Kyle Henley,2004-12-15,21.3
Jordan Henriquez,2004-04-30,21.93
Ryan Heppner,2004-11-25,21.36
Brandon Herbold,2004-08-10,21.65
Jholbran Herder,2004-11-02,21.42
Adrian Heredia,2004-11-16,21.38
Sean Hermann,2003-06-13,22.81
Alix Hernandez,2004-07-16,21.72
Arxy Hernandez,2003-07-29,22.69
Jesus Hernandez,2004-02-20,22.12
Jose D. Hernandez,2003-04-30,22.93
Juan Hernandez,2006-03-27,20.02
Maikol Hernandez,2003-10-04,22.5
Seth Hernandez,2006-06-28,19.77
Joseph Herrera,2005-11-10,20.4
Marcos Herrera,2004-10-11,21.48
Yilber Herrera,2005-01-15,21.22
Yordy Herrera,2004-12-02,21.34
Stone Hewlett,2001-10-03,24.5
Luke Heyman,2003-07-09,22.74
Thomas Higgins,2003-03-17,23.05
Cobb Hightower,2005-03-20,21.04
Michael Hilker,2004-08-24,21.61
Camron Hill,2003-06-15,22.81
Jamie Hitt,2002-07-08,23.74
Ty Hodge,2003-05-30,22.85
Garrett Hodges,2003-06-26,22.78
Jonathan Hogart,2002-05-01,23.93
Ethan Holliday,2007-02-23,19.11
Nick Hollifield,2003-07-25,22.7
Tyler Howard,2004-03-26,22.03
Chung-Hsiang Huang,2005-10-26,20.44
Anthony Huezo,2005-11-02,20.42
Nolan Hughes,2002-03-07,24.08
Nathan Humphreys,2002-08-16,23.64
Riely Hunsaker,2003-03-24,23.03
Henry Hunter,2003-01-17,23.21
Pedro Ibarguen,2006-07-02,19.76
Brent Iredale,2003-07-12,22.73
Victor Izturis,2005-03-22,21.04
JoJo Jackson,2002-10-06,23.5
Luke Jackson,2004-04-21,21.95
Ben Jacobs,2004-06-11,21.82
Coy James,2007-02-16,19.13
Hayden Jatczak,2001-08-18,24.63
Cristian Jauregui,2006-02-09,20.15
Grant Jay,2003-09-23,22.53
Jake Jekielek,2002-09-04,23.58
Jeremiah Jenkins,2003-05-05,22.92
Eli Jerzembeck,2003-06-17,22.8
Angel Jimenez,2003-07-04,22.75
Frederik Jimenez,2004-11-15,21.39
Jhonny Jimenez,2003-11-09,22.4
Manolfi Jimenez,2004-11-14,21.39
Ben Johnson,2001-09-20,24.54
Carter Johnson,2006-02-22,20.11
Luke Johnson,2002-04-15,23.97
Merit Jones,2003-07-26,22.69
Sir Jamison Jones,2006-05-19,19.88
Dylan Jordan,2005-10-15,20.47
Jakey Josepha,2004-05-15,21.89
Simon Juan,2005-07-13,20.73
Landry Jurecka,2003-01-21,23.2
Nelson Keljo,2003-09-26,22.52
Griffin Kilander,2003-06-30,22.77
Dylan King,2002-07-02,23.76
Eddie King Jr.,2003-01-07,23.24
Skylar King,2003-11-21,22.37
Griffin Kirn,2002-04-19,23.96
Matt Klein,2003-10-12,22.48
Todd Kniebbe,2003-12-06,22.33
Nate Knowles,2003-09-21,22.54
Robbie Knowles,2000-10-27,25.44
Will Koger,2002-11-10,23.4
Xavier Kolhosser,2003-07-02,22.76
Jacob Kuhn,2004-06-16,21.8
Jesus Lafalaise,2005-02-04,21.16
Henry Lalane,2004-05-18,21.88
Luis Lameda,2006-01-17,20.21
Brandon Langley,2004-09-27,21.52
Garrett Langrell,2001-05-05,24.92
Arnaldo Lantigua,2005-12-19,20.29
Lisnerkin Lantigua,2004-09-01,21.59
Matt Lanzendorfer,2001-11-22,24.37
Davidxon Lara,2006-07-31,19.68
Joel Lara,2007-01-11,19.23
DJ Layton,2006-07-21,19.71
Henson Leal,2003-09-19,22.54
Jose Ledesma,2003-04-10,22.99
Hao-Yu  Lee,2003-02-03,23.17
Kenny Leiner,2001-07-07,24.74
Cam Leiter,2004-01-28,22.18
Dylan Lesko,2003-09-07,22.58
Jhonny Level,2007-03-29,19.02
Tyson Lewis,2006-01-10,20.23
Caleb Leys,2003-07-08,22.74
Jecsua Liborius,2005-05-28,20.85
Yorman Licourt,2004-02-06,22.16
Alexis Liebano,2003-03-08,23.08
Karson Ligon,2003-02-14,23.14
Sheng-En Lin,2005-09-01,20.59
Jonathan Linares,2005-04-02,21.01
Angel Liranzo,2006-08-05,19.67
Joshua Liranzo,2006-08-25,19.61
Fulton Lockhart,2003-12-30,22.26
Alex Lodise,2004-03-10,22.07
Nick Lodolo,1998-02-05,28.16
Michael Lombardi,2003-09-20,22.54
Ethan Long,2001-05-10,24.9
Daniel Lopez,2005-09-14,20.56
Aneury Lora,2004-03-30,22.02
Kiefer Lord,2002-06-22,23.79
Carter Lovasz,2003-01-31,23.18
Eli Lovich,2005-08-02,20.67
Ivan Luciano,2006-11-24,19.36
Yerlin Luis,2005-09-09,20.57
Reese Lumpkin,2001-11-08,24.41
Alexey Lumpuy,2004-02-22,22.12
Logan Lunceford,2003-11-13,22.39
Isaac Lyon,2004-01-26,22.19
Danny Macchiarola,2004-09-02,21.59
Zach MacDonald,2003-08-03,22.67
Dallas Macias,2003-10-28,22.44
Truitt Madonna,2007-03-12,19.07
Kendrey Maduro,2004-04-14,21.97
Aidan Major,2003-05-22,22.87
Cam Maldonado,2003-11-08,22.41
Grant Manning,2001-02-02,25.17
Louis Marinaro,2004-08-26,21.61
Anyelo Marquez,2005-12-12,20.31
Luis Marquez,2005-08-31,20.59
Jose Marte,1996-06-14,29.81
Christian Martin,2003-01-16,23.22
Max Martin,2003-12-08,22.32
Anthony Martinez,2004-04-12,21.98
Eric Martinez,2004-04-06,22.0
Frank Martinez,2002-04-30,23.93
Jack Martinez,2003-03-12,23.07
Jeter Martinez,2006-02-06,20.16
Jonathan Martinez,2006-08-16,19.64
Keyner Martinez,2004-08-16,21.63
Stiven Martinez,2007-08-08,18.66
Bryce Martin-Grudzielanek,2003-06-04,22.84
Mairoshendrick Martinus,2005-02-03,21.17
Cole Mathis,2003-07-25,22.7
David Matoma,2006-02-02,20.17
Logan Maxwell,2002-10-24,23.45
Brando Mayea,2005-09-12,20.56
Jacob Mayers,2004-06-10,21.82
Nolan McCarthy,2002-01-23,24.2
Will McCausland,2003-10-19,22.46
Kyle McCoy,2004-03-19,22.05
Jake McCutcheon,2003-11-06,22.41
Jonny McGill,2002-06-11,23.82
Cooper McGrath,2001-05-25,24.86
Mason McGwire,2004-01-05,22.25
Mike McKenna,2000-11-08,25.4
Tyler McLoughlin,2002-07-01,23.76
Cooper McMurray,2001-12-19,24.29
J.D. McReynolds,2003-03-19,23.05
Alexander Meckley,2003-07-12,22.73
Carlos Medina,2004-11-08,21.4
Jhon Medina,2006-01-09,20.24
Chase Meggers,2003-01-06,23.24
Aneudis Mejia,2003-12-13,22.31
Esteban Mejia,2004-11-03,21.42
Esteban Mejia,2007-03-07,19.08
Jonathan Mejia,2005-04-12,20.98
Jose Mejia,2005-09-29,20.51
Rordy Mejia,2005-04-28,20.94
Ubert Mejias,2001-03-24,25.03
Edwardo Melendez,2004-02-16,22.13
Greiber Mendez,2004-04-03,22.0
Julio Mendez,2005-01-07,21.24
Luis Mendez,2002-10-30,23.43
Teofilo Mendez,2001-10-08,24.49
Jordarlin Mendoza,2003-11-14,22.39
Ruben Menes,2002-04-17,23.97
Jose Meneses,2005-03-09,21.07
Lorenzo Meola,2003-12-17,22.3
Enderson Mercado,2007-03-23,19.04
Ernesto Mercedes,2003-10-14,22.48
Miqueas Mercedes,2006-07-07,19.75
Caden Merritt,2007-05-19,18.88
JB Middleton,2003-11-24,22.36
Elwis Mijares,2005-12-29,20.27
Yaikel Mijares,2005-12-13,20.31
Cole Miller,2005-05-02,20.93
Ryan Minckler,2002-10-01,23.51
Ryan Mitchell,2007-01-21,19.2
Chase Mobley,2006-06-05,19.83
Aiden Moffett,2003-12-19,22.29
Javier Mogollon,2005-11-01,20.42
Nick Monile,2004-01-31,22.18
Nick Monistere,2004-01-27,22.19
Frederi Montero,2007-01-12,19.23
Hans Montero,2003-12-25,22.28
Willy Montero,2004-08-04,21.67
Nick Montgomery,2005-11-07,20.41
Tayler Montiel,2002-07-05,23.75
Jose Monzon,2005-11-17,20.38
Bernard Moon,2005-04-15,20.97
Accimias Morales,2004-09-13,21.56
Emil Morales,2006-09-22,19.53
Moises Morales,2004-02-15,22.14
Keeler Morfe,2006-06-09,19.82
Barrett Morgan,2005-03-12,21.07
Daichi Moriki,2003-04-17,22.97
Elier Morillo,2005-10-06,20.5
Reed Moring,2004-07-26,21.69
PJ Morlando,2005-05-16,20.89
Jack Moroknek,2003-06-29,22.77
Judah Morris,2002-06-16,23.8
Mason Morris,2003-08-21,22.62
MT Morrissey,2001-12-11,24.31
Felix Morrobel,2005-09-24,20.53
Dean Moss,2006-04-17,19.97
Eliseo Mota,2002-11-07,23.41
Mitch Mueller,2001-09-13,24.56
Zander Mueth,2005-06-22,20.79
Izeah Muniz,2003-11-14,22.39
Jean Munoz,2002-09-17,23.55
Luimy Munoz,2002-07-28,23.69
Jake Murray,2000-08-31,25.59
Braylon Myers,2002-10-21,23.46
Carson Myers,2003-06-03,22.84
Reinold Navarro,2006-10-21,19.46
Myles Naylor,2005-04-15,20.97
Brandon Neely,2003-07-08,22.74
Cameron Nelson,2004-05-27,21.86
Riley Nelson,2003-12-21,22.29
Mason Neville,2004-01-13,22.23
Austin Newton,2004-04-29,21.93
Xavier Neyens,2006-10-29,19.43
Mason Nichols,2003-04-23,22.95
Cameron Nickens,2003-07-11,22.74
Marlon Nieves,2005-06-10,20.82
Peyton Niksch,2004-02-23,22.11
Dominic Niman,2000-08-25,25.61
Jormy Nivar,2003-05-07,22.91
Andres Nolaya,2005-03-27,21.02
Josi Novas,2005-02-12,21.14
Jackson Nove,2002-08-05,23.67
Abraham Nunez,2006-02-17,20.13
Irvin Nunez,2006-02-21,20.12
Starlyn Nunez,2005-10-10,20.48
Brady O'Brien,2002-06-22,23.79
Jack O'Dowd,2001-05-09,24.91
Conner O'Neal,2002-09-06,23.58
Kellan Oakes,2004-06-08,21.82
Joey Oakie,2006-05-09,19.91
Nehomar Ochoa Jr.,2005-07-31,20.68
Jacob Odle,2003-11-30,22.35
Joe Olsavsky,2002-03-29,24.02
Bryant Olson,2002-12-19,23.29
Andrews Opata,2003-12-27,22.27
Brayan Orrantia,2005-08-22,20.62
Juan Ortega,2006-04-10,19.99
Victor Ortega,2004-01-19,22.21
D'Angelo Ortiz,2004-07-10,21.74
Juan Ortuno,2007-04-26,18.94
Hector Osorio,2005-04-06,21.0
Javier Osorio,2005-03-29,21.02
Johan Otanez,2002-02-19,24.12
Adolfo Oviedo,2004-11-17,21.38
Tyler Owens,2001-01-09,25.23
Jo Oyama,2000-11-03,25.42
Brad Pacheco,2005-06-09,20.82
Carlos Pacheco,2004-11-01,21.42
Jaylen Paden,2002-02-02,24.17
Styven Paez,2004-10-29,21.43
Alberth Palma,2006-02-02,20.17
Dylan Palmer,2003-10-05,22.5
Noah Palmese,2003-07-23,22.7
Inohan Paniagua,2000-02-06,26.16
Wilkin Paredes,2003-09-19,22.54
Brady Parker,2004-05-24,21.86
Caedmon Parker,2003-06-03,22.84
JoJo Parker,2006-08-08,19.66
Anthony Patterson III,2001-05-13,24.9
Myles Patton,2003-09-02,22.59
Truman Pauley,2003-12-26,22.28
Eddinson Paulino,2002-07-02,23.76
Nelfri Payano,2004-11-09,21.4
Landen Payne,2003-05-17,22.89
Nate Payne,2005-08-19,20.63
Ethan Pecko,2002-08-25,23.61
Cannon Peebles,2004-01-16,22.22
Dameury Pena,2005-09-01,20.59
Elian Pena,2007-10-19,18.46
Ricardo Pena,2005-05-30,20.85
Yordalin Pena,2004-09-17,21.55
Gabel Pentecost,2003-07-27,22.69
Nick Peoples,2004-07-24,21.7
Jose Perdomo,2006-09-20,19.54
Angel Perez,2004-05-22,21.87
Edgleen Perez,2006-05-25,19.86
Enyervert Perez,2005-10-20,20.46
Javier Perez,2003-12-22,22.29
Jose T. Perez,2003-08-09,22.66
Michael Perez,2002-09-05,23.58
Yeri Perez,2004-10-16,21.47
Nolan Perry,2003-09-02,22.59
Tanner Perry,2003-04-18,22.97
Mason Peters,2003-12-18,22.3
Treyson Peters,2003-01-18,23.21
Jorger Petri,2004-11-03,21.42
Ian Petrutz,2002-08-26,23.61
Tyler Pettorini,2002-11-09,23.4
Zane Petty,2003-12-19,22.29
Robert Phelps,2004-01-30,22.18
Jackson Phipps,2001-10-01,24.51
Ryan Picollo,2002-04-25,23.95
Daniel Pierce,2006-08-04,19.67
Antonio Pimentel,2005-10-02,20.51
Nicolo Pinazzi,1999-10-25,26.44
Melvin Pineda,2004-05-04,21.92
Luis Pino,2004-02-07,22.16
Avinson Pinto,2007-05-29,18.85
Jesus Pinto,2007-03-30,19.02
Jose Pirela,2006-04-09,19.99
Andrew Pogue,2001-01-18,25.21
Andy Polanco,2005-04-29,20.93
Davis Polo,2004-10-27,21.44
Trey Pooser,2001-07-30,24.68
Broedy Poppell,2002-06-13,23.81
Robby Porco,2004-04-04,22.0
Ovis Portes,2004-12-03,21.34
Leuris Portorreal,2005-08-13,20.64
Roilan Portuondo,1999-05-10,26.9
Logan Poteet,2003-11-12,22.4
Nick Potter,2004-02-11,22.15
Eric Prado,2005-11-11,20.4
Jacob Pruitt,2003-08-14,22.64
Owen Puk,2002-10-27,23.44
Joshua Quezada,2004-05-04,21.92
Riley Quick,2004-04-29,21.93
James Quinn-Irons,2003-06-28,22.77
Jorge Quintana,2007-04-05,19.0
Cesar Quintas,2003-03-25,23.03
Marlon Quintero,2006-11-27,19.35
Bryce Rainer,2005-07-03,20.76
Abrahan Ramirez,2004-10-08,21.49
German Ramirez,2006-07-28,19.69
Lucas Ramirez,2006-01-16,20.22
Luis Ramirez,2002-02-19,24.12
Rafael Ramirez Jr.,2005-07-22,20.7
Randy Ramnarace,2004-09-27,21.52
Dariel Ramon,2006-03-17,20.05
Henry Ramos,2004-09-20,21.54
Raylin Ramos,2004-12-01,21.34
Connor Rasmussen,2004-03-01,22.09
Dominick Reid,2003-11-28,22.35
Tyler Renz,2006-11-24,19.36
Brayan Restituyo,2002-01-17,24.21
Anfernny Reyes,2004-02-23,22.11
Jhon Reyes,2004-05-30,21.85
Luis A. Reyes,2003-10-23,22.45
Yokelvin Reyes,2004-03-29,22.02
Dario Reynoso,2005-03-22,21.04
Erick Reynoso,2002-11-21,23.37
Yandel Ricardo,2006-10-16,19.47
Kendy Richard,2004-09-08,21.57
Grant Richardson,2003-11-08,22.41
Braydon Risley,2005-03-30,21.02
Ediel Rivera,2005-09-23,20.53
Eliezer Rivero,2005-03-29,21.02
Jacob Roberts,2001-11-27,24.35
Sam Robertson,2004-07-17,21.72
Christian Rodriguez,2004-10-12,21.48
Christian Rodriguez,2002-01-12,24.23
Darwin Rodriguez,2003-07-24,22.7
Gabriel Rodriguez,2007-05-03,18.92
Geury Rodriguez,2004-10-20,21.46
Jose M. Rodriguez,2004-01-06,22.25
Pedro Rodriguez,2002-08-11,23.65
Wuilliams Rodriguez,2005-11-03,20.42
Yerry Rodriguez,1997-10-15,28.47
Zach Rogacki,2003-07-19,22.71
Daniel Rogers,2001-12-07,24.33
Cesar Rojas,2002-05-12,23.9
Kendry Rojas,2002-11-26,23.36
Josiah Romeo,2006-01-11,20.23
Jose Romero,2004-07-26,21.69
Newremberg Rondon,2003-07-10,22.74
Pitterson Rosa,2004-11-30,21.34
Guillermo Rosario,2005-04-22,20.95
Leomar Rosario,2003-06-11,22.82
Collin Rothermel,2002-08-28,23.6
Zach Royse,2004-03-11,22.07
Carson Rucker,2004-08-18,21.63
AJ Russell,2004-06-29,21.77
Stone Russell,2004-06-17,21.8
Eddie Rynders,2005-10-31,20.43
Andrew Salas,2008-03-04,18.09
Anibal Salas,2005-09-30,20.51
Braulio Salas,2004-11-05,21.41
Hector Salas,2004-03-19,22.05
Johnfrank Salazar,2003-08-05,22.67
Kleyver Salazar,2006-05-01,19.93
AJ Salgado,2001-09-16,24.55
Carlos Sanchez,2004-09-20,21.54
Jordan Sanchez,2005-10-09,20.49
Luis Sanchez,2004-01-16,22.22
Ramon Sanchez,2001-11-14,24.39
Paulino Santana,2006-11-17,19.38
Charlie Saum,2003-09-24,22.53
Matt Scannell,2001-08-31,24.59
Joe Scarborough,2004-04-18,21.96
Dominic Scheffler,2004-07-27,21.69
Luke Scherrer,2004-12-13,21.31
Ryan Schiefer,2003-08-19,22.63
Tyler Schmitt,2004-08-10,21.65
Kruz Schoolcraft,2007-04-18,18.97
Parker Seay,2001-04-26,24.94
Jose Serrano,2004-02-14,22.14
Lluveres Severino,2003-08-09,22.66
Bryce Shaffer,2001-08-03,24.67
Andrew Shaffner,2002-12-31,23.26
Jake Shelagowski,2003-11-17,22.38
Easton Shelton,2005-09-17,20.55
RJ Shunck,2003-12-31,22.26
Evan Siary,2003-10-18,22.46
Juan Sierra,2005-12-08,20.32
Lewis Sifontes,2006-02-07,20.16
Miguel Sime Jr.,2007-05-08,18.91
Braeden Sloan,2003-07-10,22.74
Aubrey Smith,2004-03-15,22.06
Austin Smith,2003-04-11,22.98
Brady Smith,2005-01-27,21.19
Derrick Smith,2003-12-01,22.34
Tristan Smith,2003-05-25,22.86
JP Smith II,2004-10-31,21.43
Kolten Smith,2003-12-31,22.26
Boston Smith,2002-11-28,23.35
Tanner Smith,2002-09-26,23.52
Eric Snow,2004-03-10,22.07
AJ Soldra,2004-04-02,22.01
Ivan Sosa,2004-09-09,21.57
Ubaldo Soto,2006-07-12,19.73
Tate Southisene,2006-10-06,19.5
Ty Southisene,2005-07-08,20.74
Josh Springer,2006-06-12,19.81
Ryan Sprock,2004-09-27,21.52
Riley Stanford,2003-06-14,22.81
Jackson Steensma,2004-03-12,22.06
Levi Sterling,2006-09-02,19.59
Jonathan Stevens,2004-06-24,21.78
Ethan Storm,2004-05-18,21.88
Sam Stuhr,2002-08-08,23.66
Josdanner Suarez,2004-10-04,21.5
Estuar Suero,2005-08-29,20.6
Juan Sulbaran,2005-10-01,20.51
Brendan Summerhill,2003-11-13,22.39
Noah Takacs,2002-04-09,23.99
Itsuki Takemoto,2004-04-09,21.99
Alistair Tanner,2006-09-06,19.58
Sergio Tapia,2002-08-24,23.61
Josh Tate,2003-09-01,22.59
Aiden Taurek,2003-10-21,22.46
James Taussig,2003-03-30,23.02
Clevari Tejada,2004-09-23,21.53
D'Angelo Tejada,2005-11-12,20.39
Enmanuel Tejeda,2004-12-25,21.28
Francis Texido,2005-04-01,21.01
Tanner Thach,2004-03-11,22.07
Josh Tiedemann,2004-06-09,21.82
Jesus Tillero,2006-05-02,19.93
Cam Tilly,2004-06-27,21.77
Riskiel Tineo,2003-02-27,23.1
Matthew Tippie,2003-04-29,22.93
Francisco Toledo,2005-04-23,20.95
Jose Gabriel Torres,2000-09-05,25.58
Marcos Torres,2004-09-30,21.51
Rafhlmil Torres,2005-09-05,20.58
Deward Tovar,2006-04-04,20.0
Michael Trausch,2004-02-13,22.14
Donny Troconis,2005-10-12,20.48
Keduar Trujillo,2004-03-02,22.09
Stanley Tucker,2002-04-22,23.95
Brendan Tunink,2005-10-02,20.51
Hyungchan Um,2004-04-24,21.95
Roberto Urdaneta,2005-09-22,20.53
Engelth Urena,2004-08-17,21.63
Franly Urena,2004-06-08,21.82
Derniche Valdez,2006-03-29,20.02
Anthuan Valencia,2004-10-14,21.47
Esmil Valencia,2005-10-09,20.49
Andres Valor,2005-11-08,20.41
Shane Van Dam,2004-04-10,21.98
Ty Van Dyke,2003-08-04,22.67
JC Vanek,2004-09-10,21.57
Echedry Vargas,2005-02-27,21.1
Edward Vargas,2004-01-22,22.2
Jhocsuanth Vargas,2006-08-31,19.59
Joendry Vargas,2005-11-08,20.41
Derek Vartanian,2003-10-06,22.5
Daury Vasquez,2006-04-17,19.97
Fernando Vasquez,2001-12-02,24.34
Yosweld Vasquez,2004-11-08,21.4
Dervy Ventura,2004-01-20,22.21
Kevin Verde,2005-12-12,20.31
Jose Verdugo,2007-09-26,18.52
Ryan Verdugo,2003-01-26,23.19
Brayan Vergara,2005-12-21,20.29
Omar Victorino,2005-06-09,20.82
Landyn Vidourek,2003-11-06,22.41
Will Vierling,2003-08-23,22.62
Deivi Villafana,2003-05-25,22.86
Mike Villani,2003-01-04,23.25
Wily Villar,1998-08-18,27.63
Juan Villavicencio,2004-11-24,21.36
Kevin Villavicencio,2003-11-24,22.36
Carlos Virahonda,2005-12-13,20.31
Josh Wakefield,2004-06-08,21.82
Ethan Walker,2004-06-29,21.77
Alex Wallace,2004-04-13,21.98
Jacob Walsh,2003-03-11,23.07
Brian Walters,2002-11-28,23.35
Yannic Walther,2004-04-12,21.98
Conner Ware,2003-08-25,22.61
Jaren Warwick,2001-10-10,24.48
Jude Warwick,2005-09-09,20.57
Dylan Watts,2004-07-15,21.72
Charlie Weber,2004-04-19,21.96
Ryan Weingartner,2004-07-05,21.75
Jackson Wells,2003-03-15,23.06
Jaxson West,2003-08-08,22.66
Justin West,2003-09-19,22.54
Conner Westenburg,2003-07-31,22.68
Cale Wetwiska,2005-04-11,20.98
Nick Weyrich,2003-03-11,23.07
Braylon Whitaker,2006-03-02,20.09
Thomas White,2004-09-29,21.51
Ryan Wideman,2003-11-04,22.42
Peyton Williams,2000-09-14,25.56
Jadon Williamson,2002-09-01,23.59
Eli Willits,2007-12-09,18.32
Reece Wissinger,2001-06-27,24.77
Malachi Witherspoon,2004-08-12,21.65
Blake Wolters,2004-10-25,21.44
Gage Wood,2003-12-15,22.31
Jordan Woods,2003-11-13,22.39
Caden Wooster,2004-09-05,21.58
Daniel Wright,2002-06-13,23.81
Garrett Wright,2002-02-11,24.15
